year,team_id,league,city,nickname
2016,MIL,N,Milwaukee,Brewers
2016,NYN,N,New York,Mets
2016,PHI,N,Philadelphia,Phillies
2016,PIT,N,Pittsburgh,Pirates
2016,SDN,N,San Diego,Padres
2016,SFN,N,San Francisco,Giants
2016,SLN,N,St. Louis,Cardinals
2016,WAS,N,Washington,Nationals
2017,ANA,A,Anaheim,Angels
2017,BAL,A,Baltimore,Orioles
2017,BOS,A,Boston,Red Sox
2017,CHA,A,Chicago,White Sox
2017,CLE,A,Cleveland,Indians
2017,DET,A,Detroit,Tigers
2017,HOU,A,Houston,Astros
2017,KCA,A,Kansas City,Royals
2017,MIN,A,Minnesota,Twins
2017,NYA,A,New York,Yankees
2017,OAK,A,Oakland,Athletics
2017,SEA,A,Seattle,Mariners
2017,TBA,A,Tampa Bay,Rays
2017,TEX,A,Texas,Rangers
2017,TOR,A,Toronto,Blue Jays
2017,ARI,N,Arizona,Diamondbacks
2017,ATL,N,Atlanta,Braves
2017,CHN,N,Chicago,Cubs
2017,CIN,N,Cincinnati,Reds
2017,COL,N,Colorado,Rockies
2017,LAN,N,Los Angeles,Dodgers
2017,MIA,N,Miami,Marlins
2017,MIL,N,Milwaukee,Brewers
2017,NYN,N,New York,Mets
2017,PHI,N,Philadelphia,Phillies
2017,PIT,N,Pittsburgh,Pirates
2017,SDN,N,San Diego,Padres
2017,SFN,N,San Francisco,Giants
2017,SLN,N,St. Louis,Cardinals
2017,WAS,N,Washington,Nationals
2018,ANA,A,Anaheim,Angels
2018,BAL,A,Baltimore,Orioles
2018,BOS,A,Boston,Red Sox
2018,CHA,A,Chicago,White Sox
2018,CLE,A,Cleveland,Indians
2018,DET,A,Detroit,Tigers
2018,HOU,A,Houston,Astros
2018,KCA,A,Kansas City,Royals
2018,MIN,A,Minnesota,Twins
2018,NYA,A,New York,Yankees
2018,OAK,A,Oakland,Athletics
2018,SEA,A,Seattle,Mariners
2018,TBA,A,Tampa Bay,Rays
2018,TEX,A,Texas,Rangers
2018,TOR,A,Toronto,Blue Jays
2018,ARI,N,Arizona,Diamondbacks
2018,ATL,N,Atlanta,Braves
2018,CHN,N,Chicago,Cubs
2018,CIN,N,Cincinnati,Reds
2018,COL,N,Colorado,Rockies
2018,LAN,N,Los Angeles,Dodgers
2018,MIA,N,Miami,Marlins
2018,MIL,N,Milwaukee,Brewers
2018,NYN,N,New York,Mets
2018,PHI,N,Philadelphia,Phillies
2018,PIT,N,Pittsburgh,Pirates
2018,SDN,N,San Diego,Padres
2018,SFN,N,San Francisco,Giants
2018,SLN,N,St. Louis,Cardinals
2018,WAS,N,Washington,Nationals
2019,ANA,A,Anaheim,Angels
2019,BAL,A,Baltimore,Orioles
2019,BOS,A,Boston,Red Sox
2019,CHA,A,Chicago,White Sox
2019,CLE,A,Cleveland,Indians
2019,DET,A,Detroit,Tigers
2019,HOU,A,Houston,Astros
2019,KCA,A,Kansas City,Royals
2019,MIN,A,Minnesota,Twins
2019,NYA,A,New York,Yankees
2019,OAK,A,Oakland,Athletics
2019,SEA,A,Seattle,Mariners
2019,TBA,A,Tampa Bay,Rays
2019,TEX,A,Texas,Rangers
2019,TOR,A,Toronto,Blue Jays
2019,ARI,N,Arizona,Diamondbacks
2019,ATL,N,Atlanta,Braves
2019,CHN,N,Chicago,Cubs
2019,CIN,N,Cincinnati,Reds
2019,COL,N,Colorado,Rockies
2019,LAN,N,Los Angeles,Dodgers
2019,MIA,N,Miami,Marlins
2019,MIL,N,Milwaukee,Brewers
2019,NYN,N,New York,Mets
2019,PHI,N,Philadelphia,Phillies
2019,PIT,N,Pittsburgh,Pirates
2019,SDN,N,San Diego,Padres
2019,SFN,N,San Francisco,Giants
2019,SLN,N,St. Louis,Cardinals
2019,WAS,N,Washington,Nationals
2020,ANA,A,Anaheim,Angels
2020,BAL,A,Baltimore,Orioles
2020,BOS,A,Boston,Red Sox
2020,CHA,A,Chicago,White Sox
2020,CLE,A,Cleveland,Indians
2020,DET,A,Detroit,Tigers
2020,HOU,A,Houston,Astros
2020,KCA,A,Kansas City,Royals
2020,MIN,A,Minnesota,Twins
2020,NYA,A,New York,Yankees
2020,OAK,A,Oakland,Athletics
2020,SEA,A,Seattle,Mariners
2020,TBA,A,Tampa Bay,Rays
2020,TEX,A,Texas,Rangers
2020,TOR,A,Toronto,Blue Jays
2020,ARI,N,Arizona,Diamondbacks
2020,ATL,N,Atlanta,Braves
2020,CHN,N,Chicago,Cubs
2020,CIN,N,Cincinnati,Reds
2020,COL,N,Colorado,Rockies
2020,LAN,N,Los Angeles,Dodgers
2020,MIA,N,Miami,Marlins
2020,MIL,N,Milwaukee,Brewers
2020,NYN,N,New York,Mets
2020,PHI,N,Philadelphia,Phillies
2020,PIT,N,Pittsburgh,Pirates
2020,SDN,N,San Diego,Padres
2020,SFN,N,San Francisco,Giants
2020,SLN,N,St. Louis,Cardinals
2020,WAS,N,Washington,Nationals
